gene_id;gene_common;TATA_cen_pos;RNA.class;chrom;IIB_coor;TSS;strand;TATA_coor;mismatch;TBP;IIA;IIB;IID;IIE;IIF;IIH;IIK;Pol.II;gene_class_1;gene_class_2
YER026C;CHO1;921;mRNA;chr05;208563;208561;C;208582;0_mis;22;55;317;72;386;116;64;415;55;TATA-containing;TAF1-depleted
YER027C;GAL83;929;mRNA;chr05;210331;210329;C;210386;2_mis;25;81;185;155;232;114;103;248;30;TATA-less;TAF1-enriched
YER028C;MIG3;798;mRNA;chr05;212074;211921;C;212101;0_mis;38;46;381;53;375;159;80;413;33;TATA-containing;TAF1-depleted
YER029C;SMB1;947;mRNA;chr05;213260;213249;C;213290;1_mis;14;22;148;208;184;71;45;200;36;TATA-less;TAF1-enriched
YER030W;CHZ1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER031C;YPT31;970;mRNA;chr05;214775;214785;C;214805;2_mis;43;125;304;359;446;185;235;425;68;TATA-less;TAF1-enriched
YER032W;FIR1;958;mRNA;chr05;214975;214981;W;214948;2_mis;41;118;167;368;246;121;116;312;49;TATA-less;TAF1-enriched
YER034W;YER034W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER035W;EDC2;936;mRNA;chr05;222530;222565;W;222506;1_mis;93;147;1613;177;580;264;159;483;66;TATA-less;TAF1-depleted
YER036C;ARB1;899;mRNA;chr05;225290;225249;C;225327;0_mis;105;126;1288;327;746;224;222;846;106;TATA-containing;TAF1-enriched
YER037W;PHM8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER038C;KRE29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER039C;HVG1;926;mRNA;chr05;229535;229513;C;229566;2_mis;21;62;100;112;111;32;45;136;65;TATA-less;TAF1-enriched
YER040W;GLN3;1009;mRNA;chr05;229708;229709;W;229728;2_mis;29;95;139;306;260;104;109;248;79;TATA-less;TAF1-enriched
YER041W;YEN1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER042W;MXR1;943;mRNA;chr05;234849;234861;W;234829;0_mis;20;85;194;47;124;61;18;139;30;TATA-containing;TAF1-enriched
YER043C;SAH1;923;mRNA;chr05;237201;237177;C;237213;2_mis;141;126;1397;480;1210;397;246;1311;132;TATA-less;TAF1-enriched
YER044C;ERG28;886;mRNA;chr05;238138;238129;C;238163;0_mis;54;70;495;142;387;157;108;384;44;TATA-containing;TAF1-depleted
YER046W;SPO73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER047C;SAP1;964;mRNA;chr05;246700;246705;C;246732;1_mis;17;63;135;98;233;105;71;220;41;TATA-less;TAF1-enriched
YER048C;CAJ1;920;mRNA;chr05;248285;248241;C;248298;2_mis;17;17;115;144;211;124;102;271;32;TATA-less;TAF1-enriched
YER048W-A;ISD11;NA;mRNA;chr05;250614;250642;W;250603;1_mis;66;173;613;206;700;248;205;771;72;TATA-less;TAF1-depleted
YER049W;TPA1;NA;mRNA;chr05;251613;251637;W;251587;1_mis;50;58;543;149;446;184;101;480;69;TATA-less;TAF1-enriched
YER050C;RSM18;949;mRNA;chr05;254472;254449;C;254498;1_mis;51;71;371;251;405;157;123;491;54;TATA-less;TAF1-enriched
YER051W;JHD1;981;mRNA;chr05;254653;254629;W;254627;2_mis;10;23;89;86;128;64;37;107;32;TATA-less;TAF1-enriched
YER052C;HOM3;926;mRNA;chr05;258061;258081;C;258108;0_mis;61;35;280;82;304;100;79;277;61;TATA-containing;TAF1-depleted
YER053C;PIC2;916;mRNA;chr05;259815;259737;C;259816;1_mis;14;57;92;35;180;66;19;101;31;TATA-less;TAF1-depleted
YER053C-A;YER053C-A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER054C;GIP2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER055C;HIS1;979;mRNA;chr05;265884;265913;C;265903;0_mis;68;123;909;141;1321;375;295;1331;115;TATA-containing;TAF1-depleted
YER056C;FCY2;909;mRNA;chr05;268249;268201;C;268285;0_mis;107;236;1209;76;1384;430;225;1773;106;TATA-containing;TAF1-depleted
YER056C-A;RPL34A;955;mRNA;chr05;270214;270217;C;270244;2_mis;153;233;1389;1397;1826;550;386;2190;181;TATA-less;TAF1-enriched
YER057C;HMF1;916;mRNA;chr05;271187;271201;C;271247;1_mis;41;26;280;141;260;106;81;245;59;TATA-less;TAF1-depleted
YER058W;PET117;926;mRNA;chr05;271737;271733;W;271677;1_mis;18;75;119;223;192;101;111;138;67;TATA-less;TAF1-enriched
YER059W;PCL6;964;mRNA;chr05;272458;272445;W;272433;2_mis;22;53;130;68;188;77;65;206;39;TATA-less;TAF1-enriched
YER060W;FCY21;981;mRNA;chr05;274437;274437;W;274415;0_mis;18;76;156;84;105;49;43;125;45;TATA-containing;TAF1-enriched
YER061C;CEM1;942;mRNA;chr05;279692;279665;C;279718;1_mis;16;38;178;146;179;86;87;208;47;TATA-less;TAF1-enriched
YER062C;GPP2;897;mRNA;chr05;280805;280833;C;280839;0_mis;19;92;74;23;155;71;61;136;42;TATA-containing;TAF1-enriched
YER063W;THO1;937;mRNA;chr05;281610;281621;W;281597;2_mis;35;66;235;190;421;154;190;399;79;TATA-less;TAF1-enriched
YER064C;VHR2;918;mRNA;chr05;284330;284305;C;284388;0_mis;84;113;785;63;1049;388;226;1162;132;TATA-containing;TAF1-depleted
YER065C;ICL1;708;mRNA;chr05;287218;287249;C;287250;2_mis;38;73;212;98;228;91;82;241;59;TATA-less;TAF1-depleted
YER067W;RGI1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER068W;MOT2;930;mRNA;chr05;292923;292973;W;292895;2_mis;43;109;472;180;558;194;155;572;50;TATA-less;TAF1-enriched
YER069W;ARG5,6;914;mRNA;chr05;295279;295341;W;295257;1_mis;15;47;163;39;107;39;29;100;20;TATA-less;TAF1-depleted
YER070W;RNR1;903;mRNA;chr05;298849;298885;W;298819;0_mis;125;286;1263;114;1727;543;308;2006;183;TATA-containing;TAF1-depleted
YER071C;TDA2;955;mRNA;chr05;302349;302369;C;302375;2_mis;25;74;119;85;200;60;91;173;84;TATA-less;TAF1-enriched
YER072W;VTC1;1001;mRNA;chr05;302730;302701;W;302705;1_mis;206;247;1934;470;2905;1014;584;3314;220;TATA-less;TAF1-depleted
YER073W;ALD5;917;mRNA;chr05;303909;303949;W;303875;0_mis;203;147;1491;151;1586;526;266;1675;173;TATA-containing;TAF1-depleted
YER074W;RPS24A;1032;mRNA;chr05;306309;306253;W;306309;2_mis;118;202;1646;1025;1303;439;307;1634;229;TATA-less;TAF1-enriched
YER074W-A;YOS1;943;mRNA;chr05;307584;307574;W;307573;1_mis;50;138;311;179;377;133;190;312;81;TATA-less;TAF1-enriched
YER075C;PTP3;927;mRNA;chr05;311385;311369;C;311410;2_mis;29;60;461;146;311;138;123;375;41;TATA-less;TAF1-depleted
YER076C;YER076C;911;mRNA;chr05;313694;313825;C;313721;2_mis;24;54;100;46;161;64;38;159;33;TATA-less;TAF1-enriched
YER077C;MRX1;953;mRNA;chr05;316561;316553;C;316588;1_mis;23;19;120;101;138;62;57;156;65;TATA-less;TAF1-enriched
YER078C;ICP55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER079W;YER079W;897;mRNA;chr05;318775;318837;W;318744;1_mis;24;86;104;11;189;57;31;146;24;TATA-less;TAF1-depleted
YER080W;AIM9;952;mRNA;chr05;319895;319901;W;319876;2_mis;29;149;235;151;283;122;158;249;40;TATA-less;TAF1-enriched
YER081W;SER3;907;mRNA;chr05;322591;322613;W;322581;0_mis;26;93;66;96;113;72;16;87;486;TATA-containing;TAF1-depleted
YER082C;UTP7;1000;mRNA;chr05;325977;325993;C;325993;0_mis;24;74;158;208;129;66;49;149;77;TATA-containing;TAF1-enriched
YER083C;GET2;967;mRNA;chr05;327071;327049;C;327076;1_mis;37;110;280;308;297;122;125;311;47;TATA-less;TAF1-enriched
YER084W;YER084W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER086W;ILV1;887;mRNA;chr05;328362;328397;W;328331;1_mis;56;63;352;189;393;158;156;434;67;TATA-less;TAF1-enriched
YER087C-B;SBH1;933;mRNA;chr05;332893;332901;C;332931;1_mis;38;56;412;644;458;185;145;437;73;TATA-less;TAF1-enriched
YER087W;AIM10;901;mRNA;chr05;330498;330501;W;330445;1_mis;17;27;92;42;138;63;100;111;75;TATA-less;TAF1-enriched
YER088C;DOT6;896;mRNA;chr05;335371;335305;C;335416;1_mis;56;40;277;157;260;99;97;221;127;TATA-less;TAF1-enriched
YER089C;PTC2;NA;mRNA;chr05;337665;337713;C;337701;1_mis;48;88;393;250;352;140;66;360;71;TATA-less;TAF1-enriched
YER090W;TRP2;NA;mRNA;chr05;337857;337869;W;337833;1_mis;37;23;270;127;307;127;130;363;33;TATA-less;TAF1-enriched
YER091C;MET6;906;mRNA;chr05;342292;342233;C;342325;0_mis;65;27;432;16;480;135;46;458;56;TATA-containing;TAF1-depleted
YER092W;IES5;1016;mRNA;chr05;342871;342813;W;342838;1_mis;37;85;210;203;147;76;89;126;59;TATA-less;TAF1-enriched
YER093C;TSC11;963;mRNA;chr05;347685;347673;C;347694;1_mis;31;70;135;143;197;104;110;227;58;TATA-less;TAF1-enriched
YER093C-A;AIM11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER094C;PUP3;982;mRNA;chr05;349455;349449;C;349459;2_mis;86;205;1120;741;678;291;334;731;99;TATA-less;TAF1-enriched
YER095W;RAD51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER096W;SHC1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER098W;UBP9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER099C;PRS2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER100W;UBC6;NA;mRNA;chr05;359239;359277;W;359221;1_mis;16;58;169;164;171;68;55;146;41;TATA-less;TAF1-enriched
YER101C;AST2;951;mRNA;chr05;361850;361905;C;361886;1_mis;22;57;77;96;102;56;41;113;47;TATA-less;TAF1-enriched
YER102W;RPS8B;NA;mRNA;chr05;362699;362685;W;362675;1_mis;167;230;2915;1865;2012;582;477;2117;287;TATA-less;TAF1-enriched
YER103W;SSA4;993;mRNA;chr05;364489;364357;W;364534;2_mis;33;29;128;9;65;58;22;73;39;TATA-less;TAF1-depleted
YER104W;RTT105;913;mRNA;chr05;366740;366757;W;366703;1_mis;26;52;157;146;230;104;101;236;46;TATA-less;TAF1-enriched
YER105C;NUP157;962;mRNA;chr05;372058;372049;C;372090;1_mis;31;85;237;200;271;119;85;300;48;TATA-less;TAF1-enriched
YER107C;GLE2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER110C;KAP123;950;mRNA;chr05;382239;382233;C;382259;2_mis;40;32;335;334;328;117;113;376;56;TATA-less;TAF1-enriched
YER111C;SWI4;959;mRNA;chr05;386215;386193;C;386231;2_mis;29;71;193;77;240;92;38;242;33;TATA-less;TAF1-enriched
YER112W;LSM4;1004;mRNA;chr05;387180;387133;W;387154;2_mis;31;48;223;60;134;58;32;151;42;TATA-less;TAF1-enriched
YER113C;TMN3;1056;mRNA;chr05;390140;390161;C;390148;1_mis;12;38;211;137;170;57;64;156;45;TATA-less;TAF1-depleted
YER114C;BOI2;950;mRNA;chr05;394042;394025;C;394077;1_mis;26;39;161;132;201;77;97;240;53;TATA-less;TAF1-enriched
YER116C;SLX8;949;mRNA;chr05;396286;396265;C;396317;2_mis;30;79;173;147;243;88;74;241;40;TATA-less;TAF1-enriched
YER117W;RPL23B;940;mRNA;chr05;396714;396717;W;396687;1_mis;136;114;1646;741;1694;464;264;1975;232;TATA-less;TAF1-enriched
YER118C;SHO1;940;mRNA;chr05;399231;399257;C;399286;0_mis;23;85;138;77;227;100;121;266;42;TATA-containing;TAF1-enriched
YER119C;AVT6;947;mRNA;chr05;400885;400873;C;400909;1_mis;27;45;133;187;208;107;79;214;42;TATA-less;TAF1-enriched
YER120W;SCS2;931;mRNA;chr05;401058;401085;W;401038;2_mis;67;103;273;493;732;264;253;708;78;TATA-less;TAF1-enriched
YER121W;YER121W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER122C;GLO3;987;mRNA;chr05;404418;404433;C;404440;0_mis;93;150;709;416;809;277;250;732;67;TATA-containing;TAF1-enriched
YER123W;YCK3;971;mRNA;chr05;404627;404621;W;404602;2_mis;51;125;294;216;316;119;111;297;59;TATA-less;TAF1-enriched
YER124C;DSE1;897;mRNA;chr05;409159;409129;C;409200;0_mis;128;292;1718;55;1356;465;348;1470;154;TATA-containing;TAF1-depleted
YER125W;RSP5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER126C;NSA2;941;mRNA;chr05;414253;414249;C;414259;2_mis;104;127;758;265;758;243;287;839;101;TATA-less;TAF1-enriched
YER128W;VFA1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER129W;SAK1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER130C;COM2;936;mRNA;chr05;422575;422545;C;422600;0_mis;48;170;317;200;438;183;251;426;58;TATA-containing;TAF1-depleted
YER131W;RPS26B;954;mRNA;chr05;423524;423509;W;423496;1_mis;128;230;2180;392;1947;421;222;2117;180;TATA-less;TAF1-enriched
YER133W;GLC7;934;mRNA;chr05;432390;432405;W;432365;1_mis;56;58;550;360;277;130;64;281;57;TATA-less;TAF1-enriched
YER134C;YER134C;921;mRNA;chr05;437855;437849;C;437916;2_mis;45;38;183;210;270;126;90;225;47;TATA-less;TAF1-enriched
YER136W;GDI1;942;mRNA;chr05;439474;439477;W;439443;1_mis;55;91;366;135;482;193;148;425;65;TATA-less;TAF1-enriched
YER137C;YER137C;877;mRNA;chr05;441978;441857;C;441956;1_mis;1238;269;132;132;140;120;33;140;153;TATA-less;TAF1-depleted
YER139C;RTR1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER140W;EMP65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER141W;COX15;903;mRNA;chr05;453335;453389;W;453336;1_mis;82;79;612;157;506;181;141;541;83;TATA-less;TAF1-enriched
YER142C;MAG1;915;mRNA;chr05;456120;456073;C;456143;1_mis;22;82;97;51;149;104;62;177;29;TATA-less;TAF1-enriched
YER143W;DDI1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER144C;UBP5;704;mRNA;chr05;460501;460481;C;460522;2_mis;8;43;80;35;46;15;60;53;70;TATA-less;TAF1-depleted
YER145C;FTR1;944;mRNA;chr05;461794;461777;C;461832;0_mis;65;115;397;206;576;208;211;638;95;TATA-containing;TAF1-depleted
YER146W;LSM5;926;mRNA;chr05;462509;462533;W;462476;1_mis;34;91;311;474;412;124;150;388;65;TATA-less;TAF1-enriched
YER147C;SCC4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER148W;SPT15;917;mRNA;chr05;465063;465085;W;465037;1_mis;62;79;764;275;500;189;132;579;66;TATA-less;TAF1-enriched
YER149C;PEA2;860;mRNA;chr05;467683;467537;C;467681;2_mis;10;70;150;67;192;77;76;179;47;TATA-less;TAF1-enriched
YER150W;SPI1;911;mRNA;chr05;468198;468317;W;468252;0_mis;8;42;41;50;74;37;17;52;39;TATA-containing;TAF1-depleted
YER151C;UBP3;961;mRNA;chr05;472520;472494;C;472550;2_mis;40;58;218;126;318;111;80;283;113;TATA-less;TAF1-enriched
YER152C;YER152C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER153C;PET122;993;mRNA;chr05;474815;474745;C;474816;2_mis;18;111;127;169;166;84;61;166;41;TATA-less;TAF1-enriched
YER154W;OXA1;946;mRNA;chr05;475017;474989;W;474968;2_mis;34;155;173;266;200;98;145;200;35;TATA-less;TAF1-enriched
YER155C;BEM2;938;mRNA;chr05;482890;482881;C;482913;1_mis;25;64;169;151;282;114;66;272;41;TATA-less;TAF1-enriched
YER156C;YER156C;973;mRNA;chr05;484375;484361;C;484378;2_mis;39;93;271;223;348;163;81;362;51;TATA-less;TAF1-enriched
YER158C;YER158C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER159C;BUR6;907;mRNA;chr05;492160;492145;C;492222;1_mis;43;35;464;14;289;142;78;388;51;TATA-less;TAF1-depleted
YER161C;SPT2;951;mRNA;chr05;500412;500393;C;500438;1_mis;29;36;156;126;200;100;46;243;48;TATA-less;TAF1-enriched
YER164W;CHD1;943;mRNA;chr05;505053;505085;W;505039;1_mis;35;64;195;173;301;133;115;299;187;TATA-less;TAF1-enriched
YER165W;PAB1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER166W;DNF1;970;mRNA;chr05;512444;512437;W;512420;1_mis;39;78;259;107;309;120;205;311;125;TATA-less;TAF1-enriched
YER168C;CCA1;958;mRNA;chr05;522705;522713;C;522731;2_mis;74;131;394;174;475;207;219;512;58;TATA-less;TAF1-enriched
YER169W;RPH1;978;mRNA;chr05;523138;523085;W;523118;2_mis;19;34;173;123;141;65;65;125;23;TATA-less;TAF1-enriched
YER170W;ADK2;845;mRNA;chr05;525777;525894;W;525802;2_mis;12;49;90;54;167;75;72;187;45;TATA-less;TAF1-enriched
YER172C;BRR2;954;mRNA;chr05;536092;536089;C;536118;1_mis;18;26;156;130;198;83;29;229;40;TATA-less;TAF1-enriched
YER173W;RAD24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER175C;TMT1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER176W;ECM32;998;mRNA;chr05;541664;541637;W;541652;1_mis;13;77;147;186;135;50;92;160;53;TATA-less;TAF1-enriched
YER177W;BMH1;921;mRNA;chr05;545506;545541;W;545499;2_mis;97;102;798;291;1238;459;223;1343;97;TATA-less;TAF1-enriched
YER178W;PDA1;951;mRNA;chr05;546792;546773;W;546746;2_mis;28;87;262;567;432;180;236;357;84;TATA-less;TAF1-enriched
YER180C-A;SLO1;948;mRNA;chr05;551175;551192;C;551216;1_mis;36;44;182;289;256;97;98;271;31;TATA-less;TAF1-enriched
YER182W;FMP10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER183C;FAU1;897;mRNA;chr05;553996;553977;C;554067;0_mis;19;52;175;41;250;86;32;217;28;TATA-containing;TAF1-enriched
YER186C;YER186C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER187W;YER187W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YER188W;YER188W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL001W;DEG1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL002C;SPB4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL004W;VTC2;789;mRNA;chr06;131622;131653;W;131578;2_mis;41;52;371;197;482;157;129;516;41;TATA-less;TAF1-depleted
YFL005W;SEC4;1072;mRNA;chr06;130283;130133;W;130275;1_mis;36;68;206;84;110;70;68;85;97;TATA-less;TAF1-enriched
YFL007W;BLM10;899;mRNA;chr06;123294;123333;W;123261;1_mis;33;54;235;222;302;127;88;275;82;TATA-less;TAF1-enriched
YFL008W;SMC1;NA;mRNA;chr06;119360;119285;W;119333;1_mis;22;72;226;235;379;144;121;339;65;TATA-less;TAF1-depleted
YFL009W;CDC4;965;mRNA;chr06;115929;115957;W;115927;2_mis;54;64;306;108;466;173;160;512;72;TATA-less;TAF1-enriched
YFL011W;HXT10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL013C;IES1;929;mRNA;chr06;109992;109961;C;110028;2_mis;39;62;247;230;341;119;102;272;35;TATA-less;TAF1-enriched
YFL014W;HSP12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL016C;MDJ1;929;mRNA;chr06;106304;106296;C;106334;1_mis;62;102;531;238;275;131;58;258;26;TATA-less;TAF1-enriched
YFL017C;GNA1;983;mRNA;chr06;104417;104497;C;104432;0_mis;27;38;170;101;213;102;104;215;74;TATA-containing;TAF1-depleted
YFL017W-A;SMX2;965;mRNA;chr06;103656;103618;W;103627;1_mis;36;49;234;207;247;92;95;272;91;TATA-less;TAF1-enriched
YFL018C;LPD1;996;mRNA;chr06;103206;103185;C;103218;0_mis;22;44;180;90;294;141;48;346;47;TATA-containing;TAF1-depleted
YFL021W;GAT1;888;mRNA;chr06;95974;96013;W;95929;0_mis;51;110;264;59;291;141;126;282;53;TATA-containing;TAF1-depleted
YFL022C;FRS2;899;mRNA;chr06;95146;95065;C;95164;2_mis;49;123;440;251;792;232;140;834;54;TATA-less;TAF1-enriched
YFL023W;BUD27;955;mRNA;chr06;90941;91005;W;90933;1_mis;23;85;170;217;220;68;101;265;35;TATA-less;TAF1-enriched
YFL024C;EPL1;981;mRNA;chr06;90649;90657;C;90672;2_mis;44;59;183;177;297;141;150;478;149;TATA-less;TAF1-enriched
YFL025C;BST1;947;mRNA;chr06;87333;87313;C;87358;1_mis;38;37;179;207;234;105;111;233;79;TATA-less;TAF1-enriched
YFL026W;STE2;893;mRNA;chr06;82494;82525;W;82449;1_mis;185;217;1695;174;2851;702;315;3098;194;TATA-less;TAF1-depleted
YFL027C;GYP8;932;mRNA;chr06;81960;81977;C;81966;2_mis;43;21;204;166;266;103;40;294;54;TATA-less;TAF1-enriched
YFL028C;CAF16;926;mRNA;chr06;80267;80233;C;80303;2_mis;15;48;69;88;126;65;59;133;71;TATA-less;TAF1-enriched
YFL029C;CAK1;955;mRNA;chr06;79215;79201;C;79239;1_mis;21;41;78;145;100;32;83;118;68;TATA-less;TAF1-enriched
YFL030W;AGX1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL031W;HAC1;886;mRNA;chr06;75031;75109;W;75005;1_mis;144;270;1177;264;1403;389;319;1356;140;TATA-less;TAF1-enriched
YFL033C;RIM15;851;mRNA;chr06;74703;74665;C;74738;1_mis;56;142;533;164;483;180;136;525;47;TATA-less;TAF1-enriched
YFL034C-A;RPL22B;986;mRNA;chr06;64966;64993;C;64982;1_mis;114;133;1149;810;1423;505;267;1501;171;TATA-less;TAF1-enriched
YFL034C-B;MOB2;941;mRNA;chr06;64075;64067;C;64100;1_mis;62;78;189;269;277;117;125;234;328;TATA-less;TAF1-enriched
YFL034W;MIL1;939;mRNA;chr06;65246;65293;W;65233;1_mis;23;43;111;190;230;91;56;257;26;TATA-less;TAF1-enriched
YFL036W;RPO41;938;mRNA;chr06;58543;58533;W;58525;2_mis;24;71;281;139;335;139;85;360;44;TATA-less;TAF1-enriched
YFL037W;TUB2;958;mRNA;chr06;56258;56261;W;56229;2_mis;68;107;366;399;438;215;139;576;70;TATA-less;TAF1-enriched
YFL038C;YPT1;915;mRNA;chr06;56072;56065;C;56099;2_mis;93;189;888;428;738;221;202;613;76;TATA-less;TAF1-enriched
YFL039C;ACT1;921;mRNA;chr06;54855;54825;C;54889;0_mis;94;75;1835;174;995;292;168;782;136;TATA-containing;TAF1-depleted
YFL041W;FET5;930;mRNA;chr06;49095;49101;W;49057;0_mis;20;78;160;176;139;70;57;155;38;TATA-containing;TAF1-enriched
YFL042C;LAM5;957;mRNA;chr06;47785;47793;C;47814;1_mis;20;25;103;122;128;63;56;140;28;TATA-less;TAF1-enriched
YFL044C;OTU1;948;mRNA;chr06;45586;45593;C;45625;2_mis;21;30;115;83;149;85;53;163;71;TATA-less;TAF1-enriched
YFL045C;SEC53;910;mRNA;chr06;44509;44481;C;44551;1_mis;56;65;809;197;749;225;124;751;85;TATA-less;TAF1-enriched
YFL046W;FMP32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL047W;RGD2;946;mRNA;chr06;40396;40413;W;40365;2_mis;45;62;158;223;262;89;75;292;39;TATA-less;TAF1-enriched
YFL048C;EMP47;976;mRNA;chr06;40196;40217;C;40231;1_mis;20;17;119;147;117;51;40;127;35;TATA-less;TAF1-enriched
YFL049W;SWP82;942;mRNA;chr06;36785;36749;W;36747;0_mis;19;37;200;189;158;83;56;93;34;TATA-containing;TAF1-enriched
YFL050C;ALR2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL052W;ZNF1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL054C;AQY3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFL055W;AGP3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFR001W;LOC1;973;mRNA;chr06;149075;149077;W;149051;2_mis;12;33;192;136;156;65;58;180;70;TATA-less;TAF1-enriched
YFR002W;NIC96;950;mRNA;chr06;149988;149981;W;149957;2_mis;40;77;310;291;372;120;116;319;63;TATA-less;TAF1-enriched
YFR003C;YPI1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFR004W;RPN11;NA;mRNA;chr06;153351;153341;W;153320;1_mis;65;119;399;273;398;165;129;399;69;TATA-less;TAF1-enriched
YFR005C;SAD1;931;mRNA;chr06;155879;155913;C;155943;2_mis;44;99;359;196;385;142;111;408;66;TATA-less;TAF1-enriched
YFR006W;YFR006W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YFR007W;YFH7;965;mRNA;chr06;159286;159269;W;159250;1_mis;22;73;93;67;91;41;39;82;27;TATA-less;TAF1-enriched
